_unit_id,sidewalk_ok,sidewalk_ok_confidence,address,lat,long,sidewalk_ok_gold,sidewalk_ok_gold_reason,street,city,state_zip,country,state,zip
752063639,"","","18862-18932 West Van Buren Street, Buckeye, AZ 85326, USA",33.45022678,-112.4648697,"","",18862-18932 West Van Buren Street,Buckeye,AZ 85326,USA,AZ,85326
752063640,yes,1,"14583 West Windsor Avenue, Goodyear, AZ 85395, USA",33.4755286,-112.3727956,"","",14583 West Windsor Avenue,Goodyear,AZ 85395,USA,AZ,85395
752063641,"","","1500-1598 South Monaco Parkway, Denver, CO 80224, USA",39.68929924,-104.9128377,"","",1500-1598 South Monaco Parkway,Denver,CO 80224,USA,CO,80224
752063642,"","","1300 South Ivanhoe Way, Denver, CO 80224, USA",39.69168181,-104.9207757,"","",1300 South Ivanhoe Way,Denver,CO 80224,USA,CO,80224
752063643,"","","2000 South Colorado Boulevard, Denver, CO 80222, USA",39.68090416,-104.9396902,"","",2000 South Colorado Boulevard,Denver,CO 80222,USA,CO,80222
752063644,"","","1614 5th Avenue South, Saint Petersburg, FL 33712, USA",27.76650228,-82.65581421,"","",1614 5th Avenue South,Saint Petersburg,FL 33712,USA,FL,33712
752063645,"","","2110 Oakley Avenue South, Saint Petersburg, FL 33712, USA",27.75512113,-82.66121963,"","",2110 Oakley Avenue South,Saint Petersburg,FL 33712,USA,FL,33712
752063646,"","","901-999 4th Avenue South, Saint Petersburg, FL 33705, USA",27.7670835,-82.64747419,"","",901-999 4th Avenue South,Saint Petersburg,FL 33705,USA,FL,33705
752063647,yes,1,"2420 Rockminster Road, Lexington, KY 40509, USA",38.02719911,-84.42847773,"","",2420 Rockminster Road,Lexington,KY 40509,USA,KY,40509
752063648,"","","700 Nickwood Trail, Lexington, KY 40509, USA",38.0154389,-84.4360195,"","",700 Nickwood Trail,Lexington,KY 40509,USA,KY,40509
752063649,no,1,"396 Lydecker Street, Englewood, NJ 07631, USA",40.9026722,-73.96108927,"","",396 Lydecker Street,Englewood,NJ 07631,USA,NJ,07631
752063650,"","","County Park Road, Yonkers, NY 10705, USA",40.92207411,-73.87854019,"","",County Park Road,Yonkers,NY 10705,USA,NY,10705
752063651,"","","6131 Riverdale Avenue, Bronx, NY 10471, USA",40.91314928,-73.90634412,"","",6131 Riverdale Avenue,Bronx,NY 10471,USA,NY,10471
752063652,yes,1,"2358 North Morello Avenue, Meridian, ID 83646, USA",43.62616765,-116.428873,"","",2358 North Morello Avenue,Meridian,ID 83646,USA,ID,83646
752063653,no,1,"465-499 Lyons Drive, Nampa, ID 83651, USA",43.58635089,-116.5881625,"","",465-499 Lyons Drive,Nampa,ID 83651,USA,ID,83651
752063654,"","","401-499 Nampa-Caldwell Boulevard, Nampa, ID 83651, USA",43.58282455,-116.5699192,"","",401-499 Nampa-Caldwell Boulevard,Nampa,ID 83651,USA,ID,83651
752063655,"","","3707 West Topeka Drive, Glendale, AZ 85308, USA",33.65963562,-112.1396225,"","",3707 West Topeka Drive,Glendale,AZ 85308,USA,AZ,85308
752063656,"","","3702 West Westcott Drive, Glendale, AZ 85308, USA",33.65879633,-112.1391989,"","",3702 West Westcott Drive,Glendale,AZ 85308,USA,AZ,85308
752063657,"","","3401-3439 West Julie Drive, Phoenix, AZ 85027, USA",33.65655079,-112.1327778,"","",3401-3439 West Julie Drive,Phoenix,AZ 85027,USA,AZ,85027
752063658,"","","Hollywood Freeway, North Hollywood, CA 91606, USA",34.19202229,-118.4021095,"","",Hollywood Freeway,North Hollywood,CA 91606,USA,CA,91606
752063659,no,1,"6027-6033 Sunnyslope Avenue, Valley Glen, CA 91401, USA",34.18054791,-118.4268993,"","",6027-6033 Sunnyslope Avenue,Valley Glen,CA 91401,USA,CA,91401
752063660,yes,1,"6154 Ethel Avenue, Van Nuys, CA 91401, USA",34.1826844,-118.4178742,"","",6154 Ethel Avenue,Van Nuys,CA 91401,USA,CA,91401
752063661,yes,1,"3751-3799 East 38th Street, Minneapolis, MN 55406, USA",44.93420929,-93.21804323,"","",3751-3799 East 38th Street,Minneapolis,MN 55406,USA,MN,55406
752063662,no,1,"3632 41st Avenue South, Minneapolis, MN 55406, USA",44.9367932,-93.21445185,"","",3632 41st Avenue South,Minneapolis,MN 55406,USA,MN,55406
752063663,no,1,"9182 Southview Road, San Gabriel, CA 91775, USA",34.12909898,-118.0674297,"","",9182 Southview Road,San Gabriel,CA 91775,USA,CA,91775
752063664,yes,1,"8504 Callita Street, San Gabriel, CA 91775, USA",34.11628865,-118.0831975,"","",8504 Callita Street,San Gabriel,CA 91775,USA,CA,91775
752063665,"","","13-241 Campus Drive, Arcadia, CA 91007, USA",34.13081752,-118.0342388,"","",13-241 Campus Drive,Arcadia,CA 91007,USA,CA,91007
752063666,"","","3114 Sutton Boulevard, Maplewood, MO 63143, USA",38.60733073,-90.32055718,"","",3114 Sutton Boulevard,Maplewood,MO 63143,USA,MO,63143
752063667,no,1,"7120 Kensington Avenue, Maplewood, MO 63143, USA",38.60022976,-90.31935749,"","",7120 Kensington Avenue,Maplewood,MO 63143,USA,MO,63143
752063668,yes,1,"8920 Ithaca Way, Westminster, CO 80031, USA",39.85836765,-105.0297718,"","",8920 Ithaca Way,Westminster,CO 80031,USA,CO,80031
752063669,"","","9278 Elm Court, Denver, CO 80260, USA",39.86531547,-105.0225787,"","",9278 Elm Court,Denver,CO 80260,USA,CO,80260
752063670,yes,1,"321-347 Buffalo Avenue, Paterson, NJ 07503, USA",40.89432916,-74.14589055,"","",321-347 Buffalo Avenue,Paterson,NJ 07503,USA,NJ,07503
752063671,yes,1,"450 Knickerbocker Avenue, Paterson, NJ 07503, USA",40.89325633,-74.1399955,"","",450 Knickerbocker Avenue,Paterson,NJ 07503,USA,NJ,07503
752063672,"","","15133 Grayfield Street, Detroit, MI 48223, USA",42.39857097,-83.26804718,"","",15133 Grayfield Street,Detroit,MI 48223,USA,MI,48223
752063673,yes,1,"8022 Courtleigh Drive, Orlando, FL 32835, USA",28.50984235,-81.50127784,"","",8022 Courtleigh Drive,Orlando,FL 32835,USA,FL,32835
752063674,yes,1,"8541 Peconic Drive, Orlando, FL 32835, USA",28.52441213,-81.4987514,"","",8541 Peconic Drive,Orlando,FL 32835,USA,FL,32835
752063675,"","","9508 Windy Ridge Road, Windermere, FL 34786, USA",28.50669174,-81.51803198,"","",9508 Windy Ridge Road,Windermere,FL 34786,USA,FL,34786
752063676,yes,1,"1220 Northeast 128th Street, North Miami, FL 33161, USA",25.8932686,-80.17377996,"","",1220 Northeast 128th Street,North Miami,FL 33161,USA,FL,33161
752063677,yes,1,"11125 Virgo Court, Sun City, AZ 85351, USA",33.61697492,-112.3003353,"","",11125 Virgo Court,Sun City,AZ 85351,USA,AZ,85351
752063678,yes,1,"10402 West Brookside Drive, Sun City, AZ 85351, USA",33.63228754,-112.2811039,"","",10402 West Brookside Drive,Sun City,AZ 85351,USA,AZ,85351
752063679,"","","13841 Southwest 36th Street, Miami, FL 33175, USA",25.73483596,-80.41860719,"","",13841 Southwest 36th Street,Miami,FL 33175,USA,FL,33175
752063680,yes,1,"2798 Village Green Drive, Miami, FL 33175, USA",25.74290826,-80.38975496,"","",2798 Village Green Drive,Miami,FL 33175,USA,FL,33175
752063681,yes,1,"1646 West 125th Street, Los Angeles, CA 90047, USA",33.91899334,-118.3062335,"","",1646 West 125th Street,Los Angeles,CA 90047,USA,CA,90047
752063682,yes,1,"13817 Wilkie Avenue, Gardena, CA 90249, USA",33.90572371,-118.3233823,"","",13817 Wilkie Avenue,Gardena,CA 90249,USA,CA,90249
752063683,yes,1,"12300 South Halldale Avenue, Los Angeles, CA 90047, USA",33.92100482,-118.3020777,"","",12300 South Halldale Avenue,Los Angeles,CA 90047,USA,CA,90047
752063684,"","","Plaisance, Houston, TX 77053, USA",29.57800659,-95.48530787,"","",Plaisance,Houston,TX 77053,USA,TX,77053
752063685,"","","Lake Olympia Parkway, Missouri City, TX 77459, USA",29.55249122,-95.53842882,"","",Lake Olympia Parkway,Missouri City,TX 77459,USA,TX,77459
752063686,"","","3815 Schaufele Avenue, Lakewood, CA 90712, USA",33.82811734,-118.1488398,"","",3815 Schaufele Avenue,Lakewood,CA 90712,USA,CA,90712
752063687,yes,1,"4455 Rutgers Avenue, Long Beach, CA 90808, USA",33.83937357,-118.1297736,"","",4455 Rutgers Avenue,Long Beach,CA 90808,USA,CA,90808
752063688,yes,1,"4502 Briercrest Avenue, Lakewood, CA 90713, USA",33.8397138,-118.1229756,"","",4502 Briercrest Avenue,Lakewood,CA 90713,USA,CA,90713
752063689,"","","2588 Pazzi Chapel, Columbus, OH 43219, USA",40.02542293,-82.91514512,"","",2588 Pazzi Chapel,Columbus,OH 43219,USA,OH,43219
752063690,no,1,"2063 Republic Avenue, Columbus, OH 43211, USA",40.01460376,-82.95469649,"","",2063 Republic Avenue,Columbus,OH 43211,USA,OH,43211
752063691,"","","3572 Twinview Way, Columbus, OH 43219, USA",40.02460393,-82.91763785,"","",3572 Twinview Way,Columbus,OH 43219,USA,OH,43219
752063692,no,1,"12722 Chriswood Drive, Cypress, TX 77429, USA",30.00075394,-95.61364147,"","",12722 Chriswood Drive,Cypress,TX 77429,USA,TX,77429
752063693,yes,1,"16007 Birchview Drive, Tomball, TX 77377, USA",30.00557918,-95.60463661,"","",16007 Birchview Drive,Tomball,TX 77377,USA,TX,77377
752063694,"","","12126 Louetta Road, Houston, TX 77070, USA",29.99735267,-95.60526185,"","",12126 Louetta Road,Houston,TX 77070,USA,TX,77070
752063695,yes,1,"177194 Braes Forest Drive, Houston, TX 77071, USA",29.66620833,-95.52031663,"","",177194 Braes Forest Drive,Houston,TX 77071,USA,TX,77071
752063696,yes,1,"9015 Weymouth Drive, Houston, TX 77031, USA",29.65236599,-95.54157617,"","",9015 Weymouth Drive,Houston,TX 77031,USA,TX,77031
752063697,"","","East 19th Avenue, Aurora, CO 80011, USA",39.74490852,-104.7751043,"","",East 19th Avenue,Aurora,CO 80011,USA,CO,80011
752063698,"","","20800 Smith Road, Aurora, CO 80011, USA",39.75123434,-104.7453724,"","",20800 Smith Road,Aurora,CO 80011,USA,CO,80011
752063699,yes,1,"148 Cumberland Avenue, Paterson, NJ 07502, USA",40.9121229,-74.20040827,"","",148 Cumberland Avenue,Paterson,NJ 07502,USA,NJ,07502
752063700,"","","137-163 Grand Street, Paterson, NJ 07501, USA",40.90992555,-74.18153769,"","",137-163 Grand Street,Paterson,NJ 07501,USA,NJ,07501
752063701,"","","994 Riverview Drive, Totowa, NJ 07512, USA",40.90927719,-74.24230257,"","",994 Riverview Drive,Totowa,NJ 07512,USA,NJ,07512
752063702,"","","1575 Frebis Lane, Columbus, OH 43206, USA",39.93561121,-82.94788367,"","",1575 Frebis Lane,Columbus,OH 43206,USA,OH,43206
752063703,yes,1,"3381 Argus Green Court, Columbus, OH 43227, USA",39.94545932,-82.9056111,"","",3381 Argus Green Court,Columbus,OH 43227,USA,OH,43227
752063704,no,1,"828 Smith Road, Columbus, OH 43207, USA",39.92806998,-82.97233918,"","",828 Smith Road,Columbus,OH 43207,USA,OH,43207
752063705,"","","17501-17599 Liner Lane, Cypress, TX 77433, USA",29.88514228,-95.67736672,"","",17501-17599 Liner Lane,Cypress,TX 77433,USA,TX,77433
752063706,yes,1,"17418 North Yorkglen Drive, Houston, TX 77084, USA",29.87591736,-95.67339494,"","",17418 North Yorkglen Drive,Houston,TX 77084,USA,TX,77084
752063707,yes,1,"3210 West Voltaire Avenue, Phoenix, AZ 85029, USA",33.60913923,-112.1275062,"","",3210 West Voltaire Avenue,Phoenix,AZ 85029,USA,AZ,85029
752063708,yes,1,"3133 West Evans Drive, Phoenix, AZ 85053, USA",33.61661685,-112.1267325,"","",3133 West Evans Drive,Phoenix,AZ 85053,USA,AZ,85053
752063709,yes,1,"263 Castle Avenue, Westbury, NY 11590, USA",40.76159514,-73.588839,"","",263 Castle Avenue,Westbury,NY 11590,USA,NY,11590
752063710,yes,1,"208 Drexel Avenue, Westbury, NY 11590, USA",40.75761989,-73.5900683,"","",208 Drexel Avenue,Westbury,NY 11590,USA,NY,11590
752063711,yes,1,"Lake Washington Boulevard, West Sacramento, CA 95691, USA",38.54905849,-121.5275187,"","",Lake Washington Boulevard,West Sacramento,CA 95691,USA,CA,95691
752063712,no,1,"Lake Washington Boulevard, West Sacramento, CA 95691, USA",38.54581373,-121.5201659,"","",Lake Washington Boulevard,West Sacramento,CA 95691,USA,CA,95691
752063713,"","","8122 West Flamingo Road, Las Vegas, NV 89147, USA",36.11653474,-115.2684366,"","",8122 West Flamingo Road,Las Vegas,NV 89147,USA,NV,89147
752063714,yes,1,"4148-4196 South Cimarron Road, Las Vegas, NV 89147, USA",36.112538,-115.2700443,"","",4148-4196 South Cimarron Road,Las Vegas,NV 89147,USA,NV,89147
752063715,"","","210 Foothill Freeway, Rancho Cucamonga, CA 91701, USA",34.1356957,-117.5949857,"","",210 Foothill Freeway,Rancho Cucamonga,CA 91701,USA,CA,91701
752063716,"","","9464 19th Street, Alta Loma, CA 91701, USA",34.13333367,-117.5991782,"","",9464 19th Street,Alta Loma,CA 91701,USA,CA,91701
752063717,"","","Winrock Shopping Center, Winrock Loop Northeast, Albuquerque, NM 87110, USA",35.09991185,-106.5655829,"","",Winrock Shopping Center,Winrock Loop Northeast,Albuquerque,NM 87110,Albuquerque,""
752063718,"","","10535 Zelzah Avenue, Granada Hills, CA 91344, USA",34.26116792,-118.5244551,"","",10535 Zelzah Avenue,Granada Hills,CA 91344,USA,CA,91344
752063719,yes,1,"10215-10221 White Oak Avenue, Northridge, CA 91325, USA",34.25663446,-118.5198385,"","",10215-10221 White Oak Avenue,Northridge,CA 91325,USA,CA,91325
752063720,yes,1,"4020-4026 Saint Clair Street, Detroit, MI 48214, USA",42.37953718,-82.98930728,"","",4020-4026 Saint Clair Street,Detroit,MI 48214,USA,MI,48214
752063721,yes,1,"4638 Harding Street, Detroit, MI 48214, USA",42.38330338,-82.99030997,"","",4638 Harding Street,Detroit,MI 48214,USA,MI,48214
752063722,yes,1,"1369 East 108th Street, Los Angeles, CA 90059, USA",33.93811681,-118.2506083,"","",1369 East 108th Street,Los Angeles,CA 90059,USA,CA,90059
752063723,"","","11100 South Central Avenue, Los Angeles, CA 90059, USA",33.93462154,-118.2527365,"","",11100 South Central Avenue,Los Angeles,CA 90059,USA,CA,90059
752063724,"","","1305 Wellwood Avenue, Wyandanch, NY 11798, USA",40.74054042,-73.40008434,"","",1305 Wellwood Avenue,Wyandanch,NY 11798,USA,NY,11798
752063725,yes,1,"45 Birch Avenue East, Farmingdale, NY 11735, USA",40.73279723,-73.42824518,"","",45 Birch Avenue East,Farmingdale,NY 11735,USA,NY,11735
752063726,"","","1923 West Boulevard, Charlotte, NC 28208, USA",35.21330841,-80.89001868,"","",1923 West Boulevard,Charlotte,NC 28208,USA,NC,28208
752063727,"","","768-798 West 4th Street, Charlotte, NC 28202, USA",35.23169294,-80.85046873,"","",768-798 West 4th Street,Charlotte,NC 28202,USA,NC,28202
752063728,"","","13445 Mindanao Way, Marina del Rey, CA 90292, USA",33.97958076,-118.4415512,"","",13445 Mindanao Way,Marina del Rey,CA 90292,USA,CA,90292
752063729,"","","4533 Marvin Braude Bike Path, Marina del Rey, CA 90292, USA",33.98316524,-118.4433795,"","",4533 Marvin Braude Bike Path,Marina del Rey,CA 90292,USA,CA,90292
752063730,"","","13480 Maxella Avenue, Marina del Rey, CA 90292, USA",33.98511188,-118.4410299,"","",13480 Maxella Avenue,Marina del Rey,CA 90292,USA,CA,90292
752063731,"","","400-498.401-499 North 600 West Street, Provo, UT 84601, USA",40.23973635,-111.6689422,"","",400-498.401-499 North 600 West Street,Provo,UT 84601,USA,UT,84601
752063732,yes,1,"569 West 600 North, Provo, UT 84601, USA",40.24141697,-111.6689634,"","",569 West 600 North,Provo,UT 84601,USA,UT,84601
752063733,yes,1,"2121 West 120 South, Provo, UT 84601, USA",40.23156977,-111.6962341,"","",2121 West 120 South,Provo,UT 84601,USA,UT,84601
752063734,"","","2590-2870 Braeburn Circle, Ann Arbor, MI 48108, USA",42.2318911,-83.70552858,"","",2590-2870 Braeburn Circle,Ann Arbor,MI 48108,USA,MI,48108
752063735,"","","4207 Pleasant Lake Road, Ann Arbor, MI 48103, USA",42.21086561,-83.81144669,"","",4207 Pleasant Lake Road,Ann Arbor,MI 48103,USA,MI,48103
752063736,no,1,"1988 Stonebridge Drive North, Ann Arbor, MI 48108, USA",42.21927821,-83.76821601,"","",1988 Stonebridge Drive North,Ann Arbor,MI 48108,USA,MI,48108
752063737,"","","Chrysler Freeway, Detroit, MI 48203, USA",42.41168562,-83.08205693,"","",Chrysler Freeway,Detroit,MI 48203,USA,MI,48203
752063738,"","","6401 East Davison Street, Hamtramck, MI 48212, USA",42.42410953,-83.03641291,"","",6401 East Davison Street,Hamtramck,MI 48212,USA,MI,48212
752063739,yes,1,"7510 Emily Street, Detroit, MI 48234, USA",42.4275318,-83.02692319,"","",7510 Emily Street,Detroit,MI 48234,USA,MI,48234
752063740,"","","22679-22759 Providence Drive, Southfield, MI 48075, USA",42.45825367,-83.20695155,"","",22679-22759 Providence Drive,Southfield,MI 48075,USA,MI,48075
752063741,yes,1,"23121 Beverly Street, Oak Park, MI 48237, USA",42.46103685,-83.20018891,"","",23121 Beverly Street,Oak Park,MI 48237,USA,MI,48237
752063742,"","","2244 East Deerfield Drive, Media, PA 19063, USA",39.94957534,-75.4048383,"","",2244 East Deerfield Drive,Media,PA 19063,USA,PA,19063
752063743,"","","800 Reed Road, Broomall, PA 19008, USA",39.95816184,-75.35426527,"","",800 Reed Road,Broomall,PA 19008,USA,PA,19008
752063744,no,1,"7400-7580 West Kinnickinnic River Parkway, West Allis, WI 53219, USA",42.99073874,-88.005971,"","",7400-7580 West Kinnickinnic River Parkway,West Allis,WI 53219,USA,WI,53219
752063745,"","","Oak Leaf Trail, West Allis, WI 53219, USA",42.99552448,-88.01227736,"","",Oak Leaf Trail,West Allis,WI 53219,USA,WI,53219
752063746,yes,1,"2601-2675 South 27th Street, Milwaukee, WI 53215, USA",42.99672549,-87.94843817,"","",2601-2675 South 27th Street,Milwaukee,WI 53215,USA,WI,53215
752063747,yes,1,"Lanwin Boulevard, West Windsor Township, NJ 08550, USA",40.28827366,-74.59680629,"","",Lanwin Boulevard,West Windsor Township,NJ 08550,USA,NJ,08550
752063748,"","","200 John White Road, East Windsor, NJ 08512, USA",40.29530468,-74.56386577,"","",200 John White Road,East Windsor,NJ 08512,USA,NJ,08512
752063749,"","","12 Cliffview Court, Princeton Junction, NJ 08550, USA",40.28647415,-74.59275284,"","",12 Cliffview Court,Princeton Junction,NJ 08550,USA,NJ,08550
752063750,yes,1,"3306 Elmhurst Street, Rowlett, TX 75088, USA",32.8925529,-96.57955594,"","",3306 Elmhurst Street,Rowlett,TX 75088,USA,TX,75088
752063751,yes,1,"2814 Hardy Way, Garland, TX 75041, USA",32.88388874,-96.62003676,"","",2814 Hardy Way,Garland,TX 75041,USA,TX,75041
752063752,yes,1,"2410 Radcliffe Drive, Rowlett, TX 75088, USA",32.89266963,-96.57723417,"","",2410 Radcliffe Drive,Rowlett,TX 75088,USA,TX,75088
752063753,yes,1,"2200-2216 Imperial Drive, Crest Hill, IL 60403, USA",41.56168469,-88.12261285,"","",2200-2216 Imperial Drive,Crest Hill,IL 60403,USA,IL,60403
752063754,"","","Unnamed Road, Lockport, IL 60441, USA",41.5761313,-88.09397377,"","",Unnamed Road,Lockport,IL 60441,USA,IL,60441
752063755,yes,1,"3701 Leominster Avenue, Joliet, IL 60431, USA",41.55007842,-88.17327208,"","",3701 Leominster Avenue,Joliet,IL 60431,USA,IL,60431
752063756,yes,1,"1507 81st Street, Lubbock, TX 79423, USA",33.52057933,-101.8516521,"","",1507 81st Street,Lubbock,TX 79423,USA,TX,79423
752063757,yes,1,"2203 90th Street, Lubbock, TX 79423, USA",33.51271162,-101.8650522,"","",2203 90th Street,Lubbock,TX 79423,USA,TX,79423
752063758,"","","2701 East 66th Street, Lubbock, TX 79404, USA",33.53475095,-101.8139837,"","",2701 East 66th Street,Lubbock,TX 79404,USA,TX,79404
752063759,"","","6390 Hannan Road, Wayne, MI 48184, USA",42.26046566,-83.4329196,"","",6390 Hannan Road,Wayne,MI 48184,USA,MI,48184
752063760,"","","5278-5634 Hannan Road, Wayne, MI 48184, USA",42.26704213,-83.42663719,"","",5278-5634 Hannan Road,Wayne,MI 48184,USA,MI,48184
752063761,"","","7893 Beck Road, Belleville, MI 48111, USA",42.24488948,-83.50129449,"","",7893 Beck Road,Belleville,MI 48111,USA,MI,48111
752063762,yes,1,"414 East Inverness Drive, Highland Heights, OH 44143, USA",41.55689342,-81.47530119,"","",414 East Inverness Drive,Highland Heights,OH 44143,USA,OH,44143
752063763,yes,1,"589 Clinton Lane, Highland Heights, OH 44143, USA",41.55104352,-81.48218775,"","",589 Clinton Lane,Highland Heights,OH 44143,USA,OH,44143
752063764,yes,1,"664 Village Road West, West Windsor Township, NJ 08550, USA",40.28391478,-74.63906952,"","",664 Village Road West,West Windsor Township,NJ 08550,USA,NJ,08550
752063765,"","","564-568 Village Road West, West Windsor Township, NJ 08550, USA",40.28306255,-74.62525929,"","",564-568 Village Road West,West Windsor Township,NJ 08550,USA,NJ,08550
752063766,"","","819 Village Road West, West Windsor Township, NJ 08550, USA",40.27808445,-74.66594699,"","",819 Village Road West,West Windsor Township,NJ 08550,USA,NJ,08550
752063767,yes,1,"4528 Merle Drive, Austin, TX 78745, USA",30.22620672,-97.78959227,"","",4528 Merle Drive,Austin,TX 78745,USA,TX,78745
752063768,"","","3014 West William Cannon Drive, Austin, TX 78745, USA",30.21056347,-97.82102964,"","",3014 West William Cannon Drive,Austin,TX 78745,USA,TX,78745
752063769,yes,1,"49 Chestnut Road, Verona, NJ 07044, USA",40.83193581,-74.25584945,"","",49 Chestnut Road,Verona,NJ 07044,USA,NJ,07044
752063770,no,1,"114 Eagle Rock Avenue, Roseland, NJ 07068, USA",40.82011398,-74.28848114,"","",114 Eagle Rock Avenue,Roseland,NJ 07068,USA,NJ,07068
752063771,no,1,"93 Harrison Avenue, Roseland, NJ 07068, USA",40.82479498,-74.29663272,"","",93 Harrison Avenue,Roseland,NJ 07068,USA,NJ,07068
752063772,"","","284 Lies Road East, Carol Stream, IL 60188, USA",41.9300898,-88.11339974,"","",284 Lies Road East,Carol Stream,IL 60188,USA,IL,60188
752063773,"","","324 Klein Creek Court, Carol Stream, IL 60188, USA",41.92712243,-88.12365323,"","",324 Klein Creek Court,Carol Stream,IL 60188,USA,IL,60188
752063774,"","","303 Munroe Drive, Bloomingdale, IL 60108, USA",41.93500491,-88.10278398,"","",303 Munroe Drive,Bloomingdale,IL 60108,USA,IL,60108
752063775,"","","Caldwell Park Drive, Charlotte, NC 28213, USA",35.31075749,-80.69256456,"","",Caldwell Park Drive,Charlotte,NC 28213,USA,NC,28213
752063776,no,1,"3107 Banbury Drive, Charlotte, NC 28216, USA",35.27770963,-80.86338345,"","",3107 Banbury Drive,Charlotte,NC 28216,USA,NC,28216
752063777,yes,1,"5155 Rocky River Crossing Road, Harrisburg, NC 28075, USA",35.33106232,-80.66228552,"","",5155 Rocky River Crossing Road,Harrisburg,NC 28075,USA,NC,28075
752063778,no,1,"2010 58th Avenue South, Saint Petersburg, FL 33712, USA",27.71547626,-82.65931636,"","",2010 58th Avenue South,Saint Petersburg,FL 33712,USA,FL,33712
752063779,"","","6875 South Broadway, Centennial, CO 80122, USA",39.59199964,-104.9889676,"","",6875 South Broadway,Centennial,CO 80122,USA,CO,80122
752063780,yes,1,"6678 South Gallup Street, Littleton, CO 80120, USA",39.59535372,-105.0019766,"","",6678 South Gallup Street,Littleton,CO 80120,USA,CO,80120
752063781,yes,1,"6637 South Penrose Court, Centennial, CO 80121, USA",39.59662284,-104.9802388,"","",6637 South Penrose Court,Centennial,CO 80121,USA,CO,80121
752063782,"","","Oak Court Mall, 530 Oak Court Drive, Memphis, TN 38117, USA",35.11639069,-89.91468968,"","",Oak Court Mall,530 Oak Court Drive,Memphis,TN 38117,Memphis,""
752063783,"","","4101-4111 Southern Avenue, Memphis, TN 38117, USA",35.11567187,-89.92476998,"","",4101-4111 Southern Avenue,Memphis,TN 38117,USA,TN,38117
752063784,yes,1,"1111 Woodbury Road, Memphis, TN 38111, USA",35.10137615,-89.95623684,"","",1111 Woodbury Road,Memphis,TN 38111,USA,TN,38111
752063785,no,1,"5000 Michigan Avenue, Schiller Park, IL 60176, USA",41.96993264,-87.86889988,"","",5000 Michigan Avenue,Schiller Park,IL 60176,USA,IL,60176
752063786,"","","5015 River Road, Schiller Park, IL 60176, USA",41.96981618,-87.86050884,"","",5015 River Road,Schiller Park,IL 60176,USA,IL,60176
752063787,"","","58791-59061 Mayflower Road, South Bend, IN 46619, USA",41.63822916,-86.3216876,"","",58791-59061 Mayflower Road,South Bend,IN 46619,USA,IN,46619
752063788,yes,1,"506 East Dayton Street, South Bend, IN 46613, USA",41.65574288,-86.2441143,"","",506 East Dayton Street,South Bend,IN 46613,USA,IN,46613
752063789,yes,1,"3615 Calendula Canyon Court, North Las Vegas, NV 89081, USA",36.25551465,-115.0953002,"","",3615 Calendula Canyon Court,North Las Vegas,NV 89081,USA,NV,89081
752063790,yes,1,"3133 Winter Sunset Avenue, North Las Vegas, NV 89081, USA",36.26171368,-115.1040267,"","",3133 Winter Sunset Avenue,North Las Vegas,NV 89081,USA,NV,89081
752063791,"","","4760 East La Mancha Avenue, Las Vegas, NV 89115, USA",36.26428934,-115.0699781,"","",4760 East La Mancha Avenue,Las Vegas,NV 89115,USA,NV,89115
752063792,"","","3961 Harry Hines Boulevard, Dallas, TX, USA",32.80287193,-96.8192746,"","",3961 Harry Hines Boulevard,Dallas,TX,USA,TX,""
752063793,"","","2500 Conveyor Lane, Dallas, TX 75247, USA",32.8052244,-96.85878319,"","",2500 Conveyor Lane,Dallas,TX 75247,USA,TX,75247
752063794,"","","Beach Access Path, Sunny Isles Beach, FL 33160, USA",25.92492929,-80.12175235,"","",Beach Access Path,Sunny Isles Beach,FL 33160,USA,FL,33160
752063795,yes,1,"1240 Northwest 135th Street, North Miami, FL 33167, USA",25.89765997,-80.22013442,"","",1240 Northwest 135th Street,North Miami,FL 33167,USA,FL,33167
752063796,yes,1,"15935 Southwest Regatta Lane, Beaverton, OR 97006, USA",45.5168188,-122.8409058,"","",15935 Southwest Regatta Lane,Beaverton,OR 97006,USA,OR,97006
752063797,"","","701 Southwest 158th Avenue, Beaverton, OR 97006, USA",45.51520857,-122.8408457,"","",701 Southwest 158th Avenue,Beaverton,OR 97006,USA,OR,97006
752063798,yes,1,"3409 Barclay Street, Baltimore, MD 21218, USA",39.32982189,-76.6107646,"","",3409 Barclay Street,Baltimore,MD 21218,USA,MD,21218
752063799,yes,1,"202 East 32nd Street, Baltimore, MD 21218, USA",39.32722197,-76.61422127,"","",202 East 32nd Street,Baltimore,MD 21218,USA,MD,21218
752063800,yes,1,"2921 Markley Avenue, Baltimore, MD 21214, USA",39.34131138,-76.57199045,"","",2921 Markley Avenue,Baltimore,MD 21214,USA,MD,21214
752063801,no,1,"830 Tressy Avenue, Glendora, CA 91740, USA",34.12451967,-117.8269034,"","",830 Tressy Avenue,Glendora,CA 91740,USA,CA,91740
752063802,"","","Ferguson Motorway, San Dimas, CA 91773, USA",34.13620347,-117.8025775,"","",Ferguson Motorway,San Dimas,CA 91773,USA,CA,91773
752063803,no,1,"703 Tressy Avenue, Glendora, CA 91740, USA",34.1267124,-117.8275536,"","",703 Tressy Avenue,Glendora,CA 91740,USA,CA,91740
